كَتَبَ	كتب	kátaba
فَسَتَكْتُبَانِ	فستكتبان	fasataktubā́ni
فَسَتَكْتُبَانِنِي	فستكتبانني	fasataktubā́nini̱
فَسَتَكْتُبَانِنَا	فستكتباننا	fasataktubā́nina̱
فَسَتَكْتُبَانِكَ	فستكتبانك	fasataktubā́nika
فَسَتَكْتُبَانِكِ	فستكتبانك	fasataktubā́niki
فَسَتَكْتُبَانِكُمْ	فستكتبانكم	fasataktubā́nikum
فَسَتَكْتُبَانِكُمَا	فستكتبانكما	fasataktubāníkuma̱
فَسَتَكْتُبَانِهَا	فستكتبانها	fasataktubā́niha̱
فَسَتَكْتُبَانِهِ	فستكتبانه	fasataktubā́nihi
فَسَتَكْتُبَانِهِمْ	فستكتبانهم	fasataktubā́nihim
فَسَتَكْتُبَانِهِمَا	فستكتبانهما	fasataktubāníhima̱
فَسَتَكْتُبَانِهِنَّ	فستكتبانهن	fasataktubānihínna
فَسَتَكْتُبَانِكُنَّ	فستكتبانكن	fasataktubānikúnna
أَسَتَكْتُبَانِ	أستكتبان	ʾasataktubā́ni
أَسَتَكْتُبَانِنِي	أستكتبانني	ʾasataktubā́nini̱
أَسَتَكْتُبَانِنَا	أستكتباننا	ʾasataktubā́nina̱
أَسَتَكْتُبَانِكَ	أستكتبانك	ʾasataktubā́nika
أَسَتَكْتُبَانِكِ	أستكتبانك	ʾasataktubā́niki
أَسَتَكْتُبَانِكُمْ	أستكتبانكم	ʾasataktubā́nikum
أَسَتَكْتُبَانِكُمَا	أستكتبانكما	ʾasataktubāníkuma̱
أَسَتَكْتُبَانِهَا	أستكتبانها	ʾasataktubā́niha̱
أَسَتَكْتُبَانِهِ	أستكتبانه	ʾasataktubā́nihi
أَسَتَكْتُبَانِهِمْ	أستكتبانهم	ʾasataktubā́nihim
أَسَتَكْتُبَانِهِمَا	أستكتبانهما	ʾasataktubāníhima̱
أَسَتَكْتُبَانِهِنَّ	أستكتبانهن	ʾasataktubānihínna
أَسَتَكْتُبَانِكُنَّ	أستكتبانكن	ʾasataktubānikúnna
أَوَسَتَكْتُبَانِ	أوستكتبان	ʾawasataktubā́ni
أَوَسَتَكْتُبَانِنِي	أوستكتبانني	ʾawasataktubā́nini̱
أَوَسَتَكْتُبَانِنَا	أوستكتباننا	ʾawasataktubā́nina̱
أَوَسَتَكْتُبَانِكَ	أوستكتبانك	ʾawasataktubā́nika
أَوَسَتَكْتُبَانِكِ	أوستكتبانك	ʾawasataktubā́niki
أَوَسَتَكْتُبَانِكُمْ	أوستكتبانكم	ʾawasataktubā́nikum
أَوَسَتَكْتُبَانِكُمَا	أوستكتبانكما	ʾawasataktubāníkuma̱
أَوَسَتَكْتُبَانِهَا	أوستكتبانها	ʾawasataktubā́niha̱
أَوَسَتَكْتُبَانِهِ	أوستكتبانه	ʾawasataktubā́nihi
أَوَسَتَكْتُبَانِهِمْ	أوستكتبانهم	ʾawasataktubā́nihim
أَوَسَتَكْتُبَانِهِمَا	أوستكتبانهما	ʾawasataktubāníhima̱
أَوَسَتَكْتُبَانِهِنَّ	أوستكتبانهن	ʾawasataktubānihínna
أَوَسَتَكْتُبَانِكُنَّ	أوستكتبانكن	ʾawasataktubānikúnna
أَفَسَتَكْتُبَانِ	أفستكتبان	ʾafasataktubā́ni
أَفَسَتَكْتُبَانِنِي	أفستكتبانني	ʾafasataktubā́nini̱
أَفَسَتَكْتُبَانِنَا	أفستكتباننا	ʾafasataktubā́nina̱
أَفَسَتَكْتُبَانِكَ	أفستكتبانك	ʾafasataktubā́nika
أَفَسَتَكْتُبَانِكِ	أفستكتبانك	ʾafasataktubā́niki
أَفَسَتَكْتُبَانِكُمْ	أفستكتبانكم	ʾafasataktubā́nikum
أَفَسَتَكْتُبَانِكُمَا	أفستكتبانكما	ʾafasataktubāníkuma̱
أَفَسَتَكْتُبَانِهَا	أفستكتبانها	ʾafasataktubā́niha̱
أَفَسَتَكْتُبَانِهِ	أفستكتبانه	ʾafasataktubā́nihi
أَفَسَتَكْتُبَانِهِمْ	أفستكتبانهم	ʾafasataktubā́nihim
أَفَسَتَكْتُبَانِهِمَا	أفستكتبانهما	ʾafasataktubāníhima̱
أَفَسَتَكْتُبَانِهِنَّ	أفستكتبانهن	ʾafasataktubānihínna
أَفَسَتَكْتُبَانِكُنَّ	أفستكتبانكن	ʾafasataktubānikúnna
سَتَكْتُبْنَ	ستكتبن	sataktúbna
سَتَكْتُبْنَنِي	ستكتبنني	sataktúbnani̱
سَتَكْتُبْنَنَا	ستكتبننا	sataktúbnana̱
سَتَكْتُبْنَكَ	ستكتبنك	sataktúbnaka
سَتَكْتُبْنَكِ	ستكتبنك	sataktúbnaki
سَتَكْتُبْنَكُمْ	ستكتبنكم	sataktúbnakum
سَتَكْتُبْنَكُمَا	ستكتبنكما	sataktubnákuma̱
سَتَكْتُبْنَهَا	ستكتبنها	sataktúbnaha̱
سَتَكْتُبْنَهُ	ستكتبنه	sataktúbnahu
سَتَكْتُبْنَهُمْ	ستكتبنهم	sataktúbnahum
سَتَكْتُبْنَهُمَا	ستكتبنهما	sataktubnáhuma̱
سَتَكْتُبْنَهُنَّ	ستكتبنهن	sataktubnahúnna
سَتَكْتُبْنَكُنَّ	ستكتبنكن	sataktubnakúnna
وَسَتَكْتُبْنَ	وستكتبن	wasataktúbna
وَسَتَكْتُبْنَنِي	وستكتبنني	wasataktúbnani̱
وَسَتَكْتُبْنَنَا	وستكتبننا	wasataktúbnana̱
وَسَتَكْتُبْنَكَ	وستكتبنك	wasataktúbnaka
وَسَتَكْتُبْنَكِ	وستكتبنك	wasataktúbnaki
وَسَتَكْتُبْنَكُمْ	وستكتبنكم	wasataktúbnakum
وَسَتَكْتُبْنَكُمَا	وستكتبنكما	wasataktubnákuma̱
وَسَتَكْتُبْنَهَا	وستكتبنها	wasataktúbnaha̱
وَسَتَكْتُبْنَهُ	وستكتبنه	wasataktúbnahu
وَسَتَكْتُبْنَهُمْ	وستكتبنهم	wasataktúbnahum
وَسَتَكْتُبْنَهُمَا	وستكتبنهما	wasataktubnáhuma̱
وَسَتَكْتُبْنَهُنَّ	وستكتبنهن	wasataktubnahúnna
وَسَتَكْتُبْنَكُنَّ	وستكتبنكن	wasataktubnakúnna
فَسَتَكْتُبْنَ	فستكتبن	fasataktúbna
فَسَتَكْتُبْنَنِي	فستكتبنني	fasataktúbnani̱
فَسَتَكْتُبْنَنَا	فستكتبننا	fasataktúbnana̱
فَسَتَكْتُبْنَكَ	فستكتبنك	fasataktúbnaka
فَسَتَكْتُبْنَكِ	فستكتبنك	fasataktúbnaki
فَسَتَكْتُبْنَكُمْ	فستكتبنكم	fasataktúbnakum
فَسَتَكْتُبْنَكُمَا	فستكتبنكما	fasataktubnákuma̱
فَسَتَكْتُبْنَهَا	فستكتبنها	fasataktúbnaha̱
فَسَتَكْتُبْنَهُ	فستكتبنه	fasataktúbnahu
فَسَتَكْتُبْنَهُمْ	فستكتبنهم	fasataktúbnahum
فَسَتَكْتُبْنَهُمَا	فستكتبنهما	fasataktubnáhuma̱
فَسَتَكْتُبْنَهُنَّ	فستكتبنهن	fasataktubnahúnna
فَسَتَكْتُبْنَكُنَّ	فستكتبنكن	fasataktubnakúnna
أَسَتَكْتُبْنَ	أستكتبن	ʾasataktúbna
أَسَتَكْتُبْنَنِي	أستكتبنني	ʾasataktúbnani̱
أَسَتَكْتُبْنَنَا	أستكتبننا	ʾasataktúbnana̱
أَسَتَكْتُبْنَكَ	أستكتبنك	ʾasataktúbnaka
أَسَتَكْتُبْنَكِ	أستكتبنك	ʾasataktúbnaki
أَسَتَكْتُبْنَكُمْ	أستكتبنكم	ʾasataktúbnakum
أَسَتَكْتُبْنَكُمَا	أستكتبنكما	ʾasataktubnákuma̱
أَسَتَكْتُبْنَهَا	أستكتبنها	ʾasataktúbnaha̱
أَسَتَكْتُبْنَهُ	أستكتبنه	ʾasataktúbnahu
أَسَتَكْتُبْنَهُمْ	أستكتبنهم	ʾasataktúbnahum
أَسَتَكْتُبْنَهُمَا	أستكتبنهما	ʾasataktubnáhuma̱
أَسَتَكْتُبْنَهُنَّ	أستكتبنهن	ʾasataktubnahúnna
أَسَتَكْتُبْنَكُنَّ	أستكتبنكن	ʾasataktubnakúnna
أَوَسَتَكْتُبْنَ	أوستكتبن	ʾawasataktúbna
أَوَسَتَكْتُبْنَنِي	أوستكتبنني	ʾawasataktúbnani̱
أَوَسَتَكْتُبْنَنَا	أوستكتبننا	ʾawasataktúbnana̱
أَوَسَتَكْتُبْنَكَ	أوستكتبنك	ʾawasataktúbnaka
أَوَسَتَكْتُبْنَكِ	أوستكتبنك	ʾawasataktúbnaki
أَوَسَتَكْتُبْنَكُمْ	أوستكتبنكم	ʾawasataktúbnakum
أَوَسَتَكْتُبْنَكُمَا	أوستكتبنكما	ʾawasataktubnákuma̱
أَوَسَتَكْتُبْنَهَا	أوستكتبنها	ʾawasataktúbnaha̱
أَوَسَتَكْتُبْنَهُ	أوستكتبنه	ʾawasataktúbnahu
أَوَسَتَكْتُبْنَهُمْ	أوستكتبنهم	ʾawasataktúbnahum
أَوَسَتَكْتُبْنَهُمَا	أوستكتبنهما	ʾawasataktubnáhuma̱
أَوَسَتَكْتُبْنَهُنَّ	أوستكتبنهن	ʾawasataktubnahúnna
أَوَسَتَكْتُبْنَكُنَّ	أوستكتبنكن	ʾawasataktubnakúnna
أَفَسَتَكْتُبْنَ	أفستكتبن	ʾafasataktúbna
أَفَسَتَكْتُبْنَنِي	أفستكتبنني	ʾafasataktúbnani̱
أَفَسَتَكْتُبْنَنَا	أفستكتبننا	ʾafasataktúbnana̱
أَفَسَتَكْتُبْنَكَ	أفستكتبنك	ʾafasataktúbnaka
أَفَسَتَكْتُبْنَكِ	أفستكتبنك	ʾafasataktúbnaki
أَفَسَتَكْتُبْنَكُمْ	أفستكتبنكم	ʾafasataktúbnakum
أَفَسَتَكْتُبْنَكُمَا	أفستكتبنكما	ʾafasataktubnákuma̱
أَفَسَتَكْتُبْنَهَا	أفستكتبنها	ʾafasataktúbnaha̱
أَفَسَتَكْتُبْنَهُ	أفستكتبنه	ʾafasataktúbnahu
أَفَسَتَكْتُبْنَهُمْ	أفستكتبنهم	ʾafasataktúbnahum
أَفَسَتَكْتُبْنَهُمَا	أفستكتبنهما	ʾafasataktubnáhuma̱
أَفَسَتَكْتُبْنَهُنَّ	أفستكتبنهن	ʾafasataktubnahúnna
أَفَسَتَكْتُبْنَكُنَّ	أفستكتبنكن	ʾafasataktubnakúnna
سَتَكْتُبُونَ	ستكتبون	sataktubū́na
سَتَكْتُبُونَنِي	ستكتبونني	sataktubū́nani̱
سَتَكْتُبُونَنَا	ستكتبوننا	sataktubū́nana̱
سَتَكْتُبُونَكُمْ	ستكتبونكم	sataktubū́nakum
سَتَكْتُبُونَهَا	ستكتبونها	sataktubū́naha̱
سَتَكْتُبُونَهُ	ستكتبونه	sataktubū́nahu
سَتَكْتُبُونَهُمْ	ستكتبونهم	sataktubū́nahum
سَتَكْتُبُونَهُمَا	ستكتبونهما	sataktubūnáhuma̱
سَتَكْتُبُونَهُنَّ	ستكتبونهن	sataktubūnahúnna
وَسَتَكْتُبُونَ	وستكتبون	wasataktubū́na
وَسَتَكْتُبُونَنِي	وستكتبونني	wasataktubū́nani̱
وَسَتَكْتُبُونَنَا	وستكتبوننا	wasataktubū́nana̱
وَسَتَكْتُبُونَكُمْ	وستكتبونكم	wasataktubū́nakum
وَسَتَكْتُبُونَهَا	وستكتبونها	wasataktubū́naha̱
وَسَتَكْتُبُونَهُ	وستكتبونه	wasataktubū́nahu
وَسَتَكْتُبُونَهُمْ	وستكتبونهم	wasataktubū́nahum
وَسَتَكْتُبُونَهُمَا	وستكتبونهما	wasataktubūnáhuma̱
وَسَتَكْتُبُونَهُنَّ	وستكتبونهن	wasataktubūnahúnna
فَسَتَكْتُبُونَ	فستكتبون	fasataktubū́na
فَسَتَكْتُبُونَنِي	فستكتبونني	fasataktubū́nani̱
فَسَتَكْتُبُونَنَا	فستكتبوننا	fasataktubū́nana̱
فَسَتَكْتُبُونَكُمْ	فستكتبونكم	fasataktubū́nakum
فَسَتَكْتُبُونَهَا	فستكتبونها	fasataktubū́naha̱
فَسَتَكْتُبُونَهُ	فستكتبونه	fasataktubū́nahu
فَسَتَكْتُبُونَهُمْ	فستكتبونهم	fasataktubū́nahum
فَسَتَكْتُبُونَهُمَا	فستكتبونهما	fasataktubūnáhuma̱
فَسَتَكْتُبُونَهُنَّ	فستكتبونهن	fasataktubūnahúnna
أَسَتَكْتُبُونَ	أستكتبون	ʾasataktubū́na
أَسَتَكْتُبُونَنِي	أستكتبونني	ʾasataktubū́nani̱
أَسَتَكْتُبُونَنَا	أستكتبوننا	ʾasataktubū́nana̱
أَسَتَكْتُبُونَكُمْ	أستكتبونكم	ʾasataktubū́nakum
أَسَتَكْتُبُونَهَا	أستكتبونها	ʾasataktubū́naha̱
أَسَتَكْتُبُونَهُ	أستكتبونه	ʾasataktubū́nahu
أَسَتَكْتُبُونَهُمْ	أستكتبونهم	ʾasataktubū́nahum
أَسَتَكْتُبُونَهُمَا	أستكتبونهما	ʾasataktubūnáhuma̱
أَسَتَكْتُبُونَهُنَّ	أستكتبونهن	ʾasataktubūnahúnna
أَوَسَتَكْتُبُونَ	أوستكتبون	ʾawasataktubū́na
أَوَسَتَكْتُبُونَنِي	أوستكتبونني	ʾawasataktubū́nani̱
أَوَسَتَكْتُبُونَنَا	أوستكتبوننا	ʾawasataktubū́nana̱
أَوَسَتَكْتُبُونَكُمْ	أوستكتبونكم	ʾawasataktubū́nakum
أَوَسَتَكْتُبُونَهَا	أوستكتبونها	ʾawasataktubū́naha̱
أَوَسَتَكْتُبُونَهُ	أوستكتبونه	ʾawasataktubū́nahu
أَوَسَتَكْتُبُونَهُمْ	أوستكتبونهم	ʾawasataktubū́nahum
أَوَسَتَكْتُبُونَهُمَا	أوستكتبونهما	ʾawasataktubūnáhuma̱
أَوَسَتَكْتُبُونَهُنَّ	أوستكتبونهن	ʾawasataktubūnahúnna
أَفَسَتَكْتُبُونَ	أفستكتبون	ʾafasataktubū́na
أَفَسَتَكْتُبُونَنِي	أفستكتبونني	ʾafasataktubū́nani̱
أَفَسَتَكْتُبُونَنَا	أفستكتبوننا	ʾafasataktubū́nana̱
أَفَسَتَكْتُبُونَكُمْ	أفستكتبونكم	ʾafasataktubū́nakum
أَفَسَتَكْتُبُونَهَا	أفستكتبونها	ʾafasataktubū́naha̱
أَفَسَتَكْتُبُونَهُ	أفستكتبونه	ʾafasataktubū́nahu
أَفَسَتَكْتُبُونَهُمْ	أفستكتبونهم	ʾafasataktubū́nahum
أَفَسَتَكْتُبُونَهُمَا	أفستكتبونهما	ʾafasataktubūnáhuma̱
أَفَسَتَكْتُبُونَهُنَّ	أفستكتبونهن	ʾafasataktubūnahúnna
سَتَكْتُبِينَ	ستكتبين	sataktubī́na
سَتَكْتُبِينَنِي	ستكتبينني	sataktubī́nani̱
سَتَكْتُبِينَنَا	ستكتبيننا	sataktubī́nana̱
سَتَكْتُبِينَكِ	ستكتبينك	sataktubī́naki
سَتَكْتُبِينَهَا	ستكتبينها	sataktubī́naha̱
سَتَكْتُبِينَهُ	ستكتبينه	sataktubī́nahu
سَتَكْتُبِينَهُمْ	ستكتبينهم	sataktubī́nahum
سَتَكْتُبِينَهُمَا	ستكتبينهما	sataktubīnáhuma̱
سَتَكْتُبِينَهُنَّ	ستكتبينهن	sataktubīnahúnna
سَتَكْتُبِينَكُنَّ	ستكتبينكن	sataktubīnakúnna
وَسَتَكْتُبِينَ	وستكتبين	wasataktubī́na
وَسَتَكْتُبِينَنِي	وستكتبينني	wasataktubī́nani̱
وَسَتَكْتُبِينَنَا	وستكتبيننا	wasataktubī́nana̱
وَسَتَكْتُبِينَكِ	وستكتبينك	wasataktubī́naki
وَسَتَكْتُبِينَهَا	وستكتبينها	wasataktubī́naha̱
وَسَتَكْتُبِينَهُ	وستكتبينه	wasataktubī́nahu
وَسَتَكْتُبِينَهُمْ	وستكتبينهم	wasataktubī́nahum
وَسَتَكْتُبِينَهُمَا	وستكتبينهما	wasataktubīnáhuma̱
وَسَتَكْتُبِينَهُنَّ	وستكتبينهن	wasataktubīnahúnna
وَسَتَكْتُبِينَكُنَّ	وستكتبينكن	wasataktubīnakúnna
فَسَتَكْتُبِينَ	فستكتبين	fasataktubī́na
فَسَتَكْتُبِينَنِي	فستكتبينني	fasataktubī́nani̱
فَسَتَكْتُبِينَنَا	فستكتبيننا	fasataktubī́nana̱
فَسَتَكْتُبِينَكِ	فستكتبينك	fasataktubī́naki
فَسَتَكْتُبِينَهَا	فستكتبينها	fasataktubī́naha̱
فَسَتَكْتُبِينَهُ	فستكتبينه	fasataktubī́nahu
فَسَتَكْتُبِينَهُمْ	فستكتبينهم	fasataktubī́nahum
فَسَتَكْتُبِينَهُمَا	فستكتبينهما	fasataktubīnáhuma̱
فَسَتَكْتُبِينَهُنَّ	فستكتبينهن	fasataktubīnahúnna
فَسَتَكْتُبِينَكُنَّ	فستكتبينكن	fasataktubīnakúnna
أَسَتَكْتُبِينَ	أستكتبين	ʾasataktubī́na
أَسَتَكْتُبِينَنِي	أستكتبينني	ʾasataktubī́nani̱
أَسَتَكْتُبِينَنَا	أستكتبيننا	ʾasataktubī́nana̱
أَسَتَكْتُبِينَكِ	أستكتبينك	ʾasataktubī́naki
أَسَتَكْتُبِينَهَا	أستكتبينها	ʾasataktubī́naha̱
أَسَتَكْتُبِينَهُ	أستكتبينه	ʾasataktubī́nahu
أَسَتَكْتُبِينَهُمْ	أستكتبينهم	ʾasataktubī́nahum
أَسَتَكْتُبِينَهُمَا	أستكتبينهما	ʾasataktubīnáhuma̱
أَسَتَكْتُبِينَهُنَّ	أستكتبينهن	ʾasataktubīnahúnna
أَسَتَكْتُبِينَكُنَّ	أستكتبينكن	ʾasataktubīnakúnna
أَوَسَتَكْتُبِينَ	أوستكتبين	ʾawasataktubī́na
أَوَسَتَكْتُبِينَنِي	أوستكتبينني	ʾawasataktubī́nani̱
أَوَسَتَكْتُبِينَنَا	أوستكتبيننا	ʾawasataktubī́nana̱
أَوَسَتَكْتُبِينَكِ	أوستكتبينك	ʾawasataktubī́naki
أَوَسَتَكْتُبِينَهَا	أوستكتبينها	ʾawasataktubī́naha̱
أَوَسَتَكْتُبِينَهُ	أوستكتبينه	ʾawasataktubī́nahu
أَوَسَتَكْتُبِينَهُمْ	أوستكتبينهم	ʾawasataktubī́nahum
أَوَسَتَكْتُبِينَهُمَا	أوستكتبينهما	ʾawasataktubīnáhuma̱
أَوَسَتَكْتُبِينَهُنَّ	أوستكتبينهن	ʾawasataktubīnahúnna
أَوَسَتَكْتُبِينَكُنَّ	أوستكتبينكن	ʾawasataktubīnakúnna
أَفَسَتَكْتُبِينَ	أفستكتبين	ʾafasataktubī́na
أَفَسَتَكْتُبِينَنِي	أفستكتبينني	ʾafasataktubī́nani̱
أَفَسَتَكْتُبِينَنَا	أفستكتبيننا	ʾafasataktubī́nana̱
أَفَسَتَكْتُبِينَكِ	أفستكتبينك	ʾafasataktubī́naki
أَفَسَتَكْتُبِينَهَا	أفستكتبينها	ʾafasataktubī́naha̱
أَفَسَتَكْتُبِينَهُ	أفستكتبينه	ʾafasataktubī́nahu
أَفَسَتَكْتُبِينَهُمْ	أفستكتبينهم	ʾafasataktubī́nahum
أَفَسَتَكْتُبِينَهُمَا	أفستكتبينهما	ʾafasataktubīnáhuma̱
أَفَسَتَكْتُبِينَهُنَّ	أفستكتبينهن	ʾafasataktubīnahúnna
أَفَسَتَكْتُبِينَكُنَّ	أفستكتبينكن	ʾafasataktubīnakúnna
سَيَكْتُبُ	سيكتب	sayáktubu
سَيَكْتُبُنِي	سيكتبني	sayaktúbuni̱
